fname,labels,is_valid
002090.jpg,person chair,True
002091.jpg,boat person,True
002094.jpg,bird,True
002095.jpg,cat,False
002096.jpg,person,False
002098.jpg,bottle,True
002099.jpg,aeroplane,True
002101.jpg,dog,True
002102.jpg,bird,True
002104.jpg,person motorbike,False
002108.jpg,person diningtable pottedplant,False
002109.jpg,cat,True
002112.jpg,bottle,True
002114.jpg,person train,True
002116.jpg,dog sofa car pottedplant person,False
002117.jpg,tvmonitor dog person,False
002120.jpg,bird person,False
002124.jpg,sofa chair tvmonitor,True
002125.jpg,car,True
002126.jpg,cow,False
002129.jpg,aeroplane,True
002132.jpg,tvmonitor,False
002134.jpg,car,False
002135.jpg,car,True
002136.jpg,bird,True
002139.jpg,bottle,False
002140.jpg,dog,True
002142.jpg,person,True
002145.jpg,cat person,True
002146.jpg,dog,True
002151.jpg,cat,False
002152.jpg,cow,True
002153.jpg,car,False
002155.jpg,motorbike,False
002156.jpg,chair diningtable person,False
002158.jpg,bird,False
002163.jpg,person,True
002165.jpg,bird,True
002166.jpg,train,False
002169.jpg,person,True
002170.jpg,car person,False
002171.jpg,person bicycle,True
002172.jpg,motorbike person,False
002174.jpg,car tvmonitor person,True
002176.jpg,sofa person pottedplant,False
002178.jpg,car,False
002179.jpg,pottedplant,False
002180.jpg,train car person,False
002181.jpg,chair,True
002182.jpg,car,False
002183.jpg,horse person,True
002184.jpg,dog,True
002186.jpg,person chair diningtable,False
002187.jpg,person horse,False
002190.jpg,horse person,True
002191.jpg,motorbike,False
002192.jpg,pottedplant,False
002193.jpg,person,False
002194.jpg,chair person,False
002196.jpg,cat,False
002197.jpg,car,False
002199.jpg,dog,False
002201.jpg,bus,True
002202.jpg,cat,True
002208.jpg,boat,False
002209.jpg,sheep,True
002212.jpg,bird,False
002213.jpg,horse person,True
002214.jpg,bus train person,True
002215.jpg,cat,False
002218.jpg,dog chair,True
002219.jpg,person,False
002220.jpg,person,True
002221.jpg,person chair diningtable bottle,False
002224.jpg,person,False
002226.jpg,bottle person,True
002228.jpg,bus car,True
002233.jpg,person,True
002234.jpg,boat,False
002237.jpg,cow,False
002238.jpg,horse person,False
002241.jpg,car person,False
002244.jpg,car person,True
002247.jpg,car,False
002248.jpg,car,True
002249.jpg,horse,False
002251.jpg,sofa,True
002253.jpg,bicycle bottle,False
002255.jpg,aeroplane,False
002256.jpg,bus person,False
002257.jpg,bicycle,True
002259.jpg,sofa,True
002260.jpg,motorbike,False
002261.jpg,horse person,True
002263.jpg,sheep,True
002265.jpg,person bird,False
002266.jpg,aeroplane,True
002267.jpg,sheep,True
002268.jpg,dog cat sofa,True
002270.jpg,bicycle,True
002272.jpg,bicycle person,True
002273.jpg,horse person,True
002276.jpg,bird,True
002277.jpg,dog person,False
002278.jpg,bus,True
002279.jpg,aeroplane,False
002280.jpg,tvmonitor,False
002281.jpg,car person,True
002284.jpg,pottedplant,False
002285.jpg,person,True
002287.jpg,bottle dog chair,False
002288.jpg,boat person,True
002290.jpg,motorbike person,True
002291.jpg,car,False
002293.jpg,person,False
002300.jpg,cow,True
002302.jpg,boat person,True
002305.jpg,chair pottedplant,True
002306.jpg,person,False
002307.jpg,car person,False
002308.jpg,cat chair,True
002310.jpg,bird,False
002311.jpg,car person,False
002315.jpg,dog,False
002318.jpg,motorbike,False
002320.jpg,pottedplant,False
002321.jpg,train,False
002323.jpg,cow,False
002324.jpg,person,True
002328.jpg,tvmonitor,True
002329.jpg,horse person,True
002330.jpg,sheep,True
002332.jpg,sofa person,True
002333.jpg,bird,True
002334.jpg,chair tvmonitor,False
002335.jpg,sofa,False
002337.jpg,bicycle person,True
002340.jpg,car,True
002342.jpg,person,False
002343.jpg,car,True
002345.jpg,dog,True
002347.jpg,pottedplant,False
002348.jpg,aeroplane,True
002350.jpg,bottle,False
002352.jpg,train,True
002354.jpg,aeroplane,False
002355.jpg,car,False
002359.jpg,dog,False
002361.jpg,pottedplant person,True
002362.jpg,chair sofa pottedplant person,False
002364.jpg,dog,True
002366.jpg,motorbike,True
002367.jpg,person motorbike,True
002368.jpg,sofa chair diningtable,False
002369.jpg,cow,True
002371.jpg,bicycle,True
002372.jpg,boat person,True
002373.jpg,car,False
002374.jpg,bus car,True
002375.jpg,cat,True
002376.jpg,aeroplane,True
002377.jpg,bicycle,True
002378.jpg,person pottedplant,True
002382.jpg,sofa person,True
002384.jpg,person dog,False
002385.jpg,diningtable person,True
002387.jpg,cow person,True
002391.jpg,cat,True
002392.jpg,boat,False
002393.jpg,car,True
002401.jpg,person,False
002403.jpg,person bird boat,False
002404.jpg,bottle chair diningtable,True
002405.jpg,horse person,False
002407.jpg,cat,True
002410.jpg,person,False
002411.jpg,car,False
002413.jpg,person,False
002415.jpg,dog,True
002417.jpg,chair,True
002419.jpg,motorbike person,False
002420.jpg,car,False
002423.jpg,train,False
002425.jpg,sofa chair person,True
002427.jpg,sofa pottedplant,True
002433.jpg,person,False
002435.jpg,boat,True
002436.jpg,car,False
002437.jpg,cat,True
002439.jpg,aeroplane car,False
002441.jpg,cat tvmonitor,True
002442.jpg,diningtable chair bottle,False
002443.jpg,dog person,False
002444.jpg,person bottle,True
002445.jpg,cat,False
002448.jpg,person horse,False
002450.jpg,dog person,True
002452.jpg,sheep,True
002454.jpg,car,True
002456.jpg,chair diningtable,True
002458.jpg,motorbike person,False
002459.jpg,person,True
002460.jpg,bicycle person,True
002461.jpg,cat sofa,False
002462.jpg,train,True
002465.jpg,boat,False
002466.jpg,dog,False
002468.jpg,bird,False
002470.jpg,cat,True
002471.jpg,horse,False
002472.jpg,person aeroplane,False
002476.jpg,person,True
002477.jpg,train person,True
002478.jpg,car,False
002479.jpg,boat,True
002480.jpg,cat,False
002481.jpg,person,False
002483.jpg,sofa pottedplant cat chair person,False
002490.jpg,bus car,False
002491.jpg,person,True
002492.jpg,sofa chair,True
002493.jpg,car,True
002494.jpg,cow,False
002496.jpg,train,False
002497.jpg,person car,True
002500.jpg,boat,False
002501.jpg,chair sofa person,False
002502.jpg,train,False
002504.jpg,car person,True
002505.jpg,cow,True
002508.jpg,bicycle,True
002512.jpg,dog bicycle,False
002513.jpg,aeroplane,True
002514.jpg,person tvmonitor,False
002518.jpg,person bottle,False
002519.jpg,motorbike,False
002520.jpg,horse person,True
002523.jpg,bicycle,True
002524.jpg,person,True
002525.jpg,train,True
002529.jpg,diningtable person,True
002533.jpg,car person,False
002534.jpg,car,False
002537.jpg,dog,True
002539.jpg,bus person,False
002540.jpg,bicycle person,True
002542.jpg,person diningtable chair pottedplant,True
002544.jpg,car,False
002545.jpg,person bottle sofa,False
002546.jpg,dog,True
002547.jpg,bird,False
002549.jpg,tvmonitor,True
002554.jpg,person horse,False
002555.jpg,horse person,False
002558.jpg,bicycle person,False
002559.jpg,car chair pottedplant,False
002561.jpg,tvmonitor chair person,True
002563.jpg,person car,True
002564.jpg,person sofa,False
002565.jpg,train person,True
002566.jpg,bus car person,True
002567.jpg,motorbike,True
002569.jpg,pottedplant,False
002571.jpg,bird,False
002572.jpg,bottle chair person,False
002578.jpg,dog,True
002579.jpg,bird,False
002584.jpg,person car,True
002585.jpg,person motorbike,True
002586.jpg,bird,True
002589.jpg,chair sofa person,True
002590.jpg,train,False
002593.jpg,sheep,True
002594.jpg,pottedplant,False
002595.jpg,car person,False
002598.jpg,pottedplant,True
002599.jpg,motorbike,False
002600.jpg,train,True
002603.jpg,bird,False
002605.jpg,boat,True
002606.jpg,car,True
002609.jpg,dog,False
002611.jpg,person dog,False
002613.jpg,bottle person,True
002615.jpg,sheep,True
002618.jpg,sheep,True
002621.jpg,bird,True
002625.jpg,car person,False
002627.jpg,sofa tvmonitor chair diningtable,False
002632.jpg,person,True
002633.jpg,horse person,True
002634.jpg,cow,False
002635.jpg,bird,False
002636.jpg,sofa person chair diningtable,True
002637.jpg,cat person,True
002641.jpg,person bottle,True
002643.jpg,car person motorbike,True
002645.jpg,tvmonitor chair,False
002646.jpg,car,True
002647.jpg,car,False
002648.jpg,sheep,False
002649.jpg,person,True
002653.jpg,boat,False
002657.jpg,horse person,True
002658.jpg,bottle pottedplant person diningtable chair,True
002659.jpg,boat,True
002662.jpg,diningtable person,False
002664.jpg,bird,False
002666.jpg,motorbike car,False
002667.jpg,car,True
002668.jpg,diningtable person pottedplant,True
002669.jpg,cow person,False
002670.jpg,dog sofa,True
002675.jpg,bicycle person,True
002677.jpg,cat,True
002678.jpg,horse person,True
002680.jpg,dog,False
002682.jpg,car,False
002683.jpg,sheep,False
002684.jpg,horse,False
002689.jpg,person,True
002690.jpg,dog,True
002691.jpg,car dog person sofa,False
002693.jpg,car person,True
002695.jpg,cow,True
002696.jpg,dog chair person,True
002697.jpg,dog,False
002699.jpg,bus,True
002702.jpg,chair,False
002704.jpg,car,False
002706.jpg,cat,True
002709.jpg,bird,True
002710.jpg,person,False
002713.jpg,horse person,False
002714.jpg,person,True
002715.jpg,bicycle person,False
002717.jpg,bird,True
002718.jpg,bird,True
002721.jpg,bird,True
002722.jpg,bicycle,False
002723.jpg,motorbike person,True
002727.jpg,bicycle person,True
002730.jpg,car person,False
002732.jpg,dog,True
002734.jpg,car bus,True
002735.jpg,horse person,False
002737.jpg,aeroplane,False
002738.jpg,boat,False
002741.jpg,person train,True
002744.jpg,person,False
002745.jpg,bottle pottedplant,False
002747.jpg,chair,True
002749.jpg,cow,False
002751.jpg,bicycle person chair,True
002755.jpg,person diningtable,False
002757.jpg,train,False
002759.jpg,motorbike car person,False
002760.jpg,cat,True
002762.jpg,bird,True
002763.jpg,cow,False
002765.jpg,aeroplane,False
002766.jpg,cat,False
002767.jpg,tvmonitor person chair,True
002772.jpg,car,True
002774.jpg,horse,False
002775.jpg,pottedplant,True
002776.jpg,bus person car,True
002778.jpg,chair tvmonitor,False
002779.jpg,car,False
002782.jpg,train,False
002783.jpg,bus car,False
002784.jpg,dog,True
002785.jpg,cat,True
002786.jpg,horse person,True
002791.jpg,bird,False
002794.jpg,cow,True
002795.jpg,person motorbike,False
002796.jpg,cat,False
002798.jpg,pottedplant person chair diningtable,True
002800.jpg,horse,True
002801.jpg,diningtable chair,False
002803.jpg,chair person,True
002804.jpg,car person horse,False
002807.jpg,motorbike person,False
002810.jpg,dog,True
002812.jpg,car bus,True
002815.jpg,person,True
002816.jpg,bus,False
002817.jpg,pottedplant,False
002820.jpg,pottedplant,False
002826.jpg,dog person,False
002827.jpg,person,True
002833.jpg,car,True
002834.jpg,person,False
002835.jpg,train,True
002836.jpg,bird,True
002838.jpg,person boat,True
002841.jpg,person,False
002842.jpg,horse person,True
002844.jpg,train,False
002845.jpg,sheep,False
002847.jpg,aeroplane,True
002848.jpg,motorbike,False
002854.jpg,car,True
002855.jpg,sofa person,False
002858.jpg,horse person,False
002859.jpg,bus person,True
002864.jpg,person,False
002866.jpg,chair diningtable,False
002867.jpg,bus person,False
002868.jpg,cow bird,False
002869.jpg,aeroplane,False
002870.jpg,motorbike person,False
002873.jpg,aeroplane sheep,False
002875.jpg,dog,True
002879.jpg,person,True
002880.jpg,dog,True
002881.jpg,bottle person,False
002884.jpg,car person,True
002886.jpg,person,True
002889.jpg,person,True
002891.jpg,train,True
002893.jpg,motorbike,True
002896.jpg,bird,True
002899.jpg,bus person,False
002901.jpg,tvmonitor person,True
002906.jpg,train,False
002910.jpg,chair,True
002912.jpg,bicycle person,True
002913.jpg,train person,True
002914.jpg,diningtable person,False
002915.jpg,person,True
002916.jpg,person sofa,True
002917.jpg,car,True
002919.jpg,bird,False
002924.jpg,pottedplant cat,True
002931.jpg,bottle tvmonitor person sofa,False
002932.jpg,person,True
002933.jpg,person dog,True
002934.jpg,cat,False
002935.jpg,person,True
002937.jpg,car,False
002938.jpg,bird,True
002939.jpg,bottle person chair tvmonitor,False
002940.jpg,cow person,True
002941.jpg,bottle,True
002942.jpg,aeroplane,True
002943.jpg,chair diningtable,True
002944.jpg,cat,True
002946.jpg,pottedplant,True
002947.jpg,sofa chair,True
002952.jpg,tvmonitor cat,True
002953.jpg,bottle tvmonitor,False
002954.jpg,person,True
002956.jpg,bicycle,False
002957.jpg,chair dog,False
002958.jpg,person,False
002960.jpg,person,True
002962.jpg,tvmonitor person,False
002963.jpg,sheep,True
002965.jpg,bottle person,True
002966.jpg,dog,True
002967.jpg,pottedplant,True
002969.jpg,bird,False
002975.jpg,train person,False
002976.jpg,person,False
002977.jpg,dog,True
002978.jpg,cow,True
002984.jpg,bird,True
002986.jpg,sheep,True
002987.jpg,bus person,False
002988.jpg,person,False
002989.jpg,tvmonitor chair sofa,False
002990.jpg,cow person,False
002992.jpg,bicycle person,False
002994.jpg,car,True
002995.jpg,cat,False
003000.jpg,aeroplane,True
003002.jpg,pottedplant person,False
003003.jpg,person,False
003004.jpg,cat sofa chair pottedplant,True
003005.jpg,sofa tvmonitor chair,True
003007.jpg,car,False
003008.jpg,boat,True
003009.jpg,car,True
003011.jpg,diningtable chair sofa tvmonitor,False
003013.jpg,car,False
003015.jpg,horse,True
003017.jpg,horse person,True
003021.jpg,bus,True
003023.jpg,chair person,True
003024.jpg,sofa pottedplant tvmonitor chair bicycle person,False
003027.jpg,car horse person,False
003028.jpg,aeroplane,True
003031.jpg,cat person,True
003032.jpg,aeroplane car,True
003034.jpg,diningtable sofa pottedplant chair person,False
003038.jpg,train,True
003039.jpg,person,True
003042.jpg,chair diningtable person,False
003044.jpg,person pottedplant,True
003045.jpg,cat,True
003047.jpg,bicycle,False
003051.jpg,car,False
003053.jpg,train car,False
003054.jpg,sofa car,True
003056.jpg,diningtable chair bottle sofa,True
003057.jpg,motorbike person car,True
003058.jpg,person,True
003061.jpg,chair,False
003063.jpg,person sofa,False
003064.jpg,person,True
003065.jpg,boat person,True
003066.jpg,bird,False
003072.jpg,bird,True
003074.jpg,bird,False
003077.jpg,sofa chair person,False
003078.jpg,chair person,True
003082.jpg,bird,True
003083.jpg,car bus,False
003085.jpg,cat,False
003086.jpg,person,True
003088.jpg,bottle person,False
003089.jpg,motorbike person,True
003090.jpg,train,True
003092.jpg,car,False
003093.jpg,pottedplant,True
003094.jpg,car,True
003098.jpg,boat,True
003100.jpg,person dog,False
003102.jpg,person bicycle,True
003103.jpg,car,False
003105.jpg,cow,False
003106.jpg,cat person,False
003107.jpg,person,False
003108.jpg,sofa bottle,False
003110.jpg,dog,False
003112.jpg,bird,True
003116.jpg,bird,False
003117.jpg,car,True
003118.jpg,bird person,True
003120.jpg,tvmonitor diningtable chair sofa,True
003121.jpg,horse person,True
003122.jpg,bottle person,False
003124.jpg,motorbike person,False
003126.jpg,bird,True
003127.jpg,cat,True
003129.jpg,chair person,True
003133.jpg,aeroplane,False
003134.jpg,person,False
003135.jpg,train,False
003137.jpg,bus,True
003138.jpg,person,False
003140.jpg,person,False
003142.jpg,bicycle,True
003145.jpg,person,False
003146.jpg,pottedplant,False
003147.jpg,dog person,False
003149.jpg,bottle,False
003150.jpg,person sofa,False
003154.jpg,bus,True
003155.jpg,bird,False
003157.jpg,tvmonitor,False
003159.jpg,person bottle,False
003161.jpg,sheep dog,False
003162.jpg,motorbike person,True
003163.jpg,bus,False
003164.jpg,train,True
003165.jpg,car,False
003169.jpg,cat sofa,False
003170.jpg,sheep person,True
003175.jpg,bicycle person,False
003176.jpg,car,True
003177.jpg,dog,True
003178.jpg,train,True
003181.jpg,bottle person,False
003183.jpg,aeroplane,False
003184.jpg,cat,False
003185.jpg,person chair bottle,False
003186.jpg,sofa chair pottedplant,True
003188.jpg,bicycle person,False
003189.jpg,horse person pottedplant,True
003194.jpg,dog,True
003195.jpg,bus car,True
003199.jpg,bird,True
003200.jpg,aeroplane,True
003202.jpg,diningtable chair pottedplant,False
003204.jpg,tvmonitor,False
003205.jpg,person chair,False
003207.jpg,bottle,True
003210.jpg,horse person,True
003211.jpg,pottedplant,False
003213.jpg,person cat,True
003214.jpg,car,False
003216.jpg,dog chair,True
003218.jpg,bicycle person,True
003219.jpg,diningtable bottle chair,True
003223.jpg,boat,True
003228.jpg,car person dog bus,True
003229.jpg,aeroplane,False
003231.jpg,car,False
003233.jpg,aeroplane,False
003236.jpg,person sofa,False
003239.jpg,chair pottedplant,True
003240.jpg,car bicycle,False
003242.jpg,bird,False
003243.jpg,car,True
003244.jpg,train,False
003247.jpg,person bottle,False
003250.jpg,bird,True
003253.jpg,dog person,False
003254.jpg,bird,False
003255.jpg,sofa,True
003256.jpg,car bird,True
003258.jpg,sofa tvmonitor,True
003259.jpg,bottle diningtable person chair,False
003260.jpg,tvmonitor person,False
003261.jpg,car person,False
003262.jpg,bottle,True
003269.jpg,bottle,False
003270.jpg,bird person,False
003271.jpg,car,True
003272.jpg,cat,True
003273.jpg,bird,False
003274.jpg,dog,True
003279.jpg,sofa,False
003280.jpg,person,False
003282.jpg,person,False
003284.jpg,boat pottedplant chair diningtable person sofa dog,False
003285.jpg,car,True
003290.jpg,horse person,False
003292.jpg,person,False
003293.jpg,dog,True
003294.jpg,horse,True
003296.jpg,person,True
003299.jpg,aeroplane,True
003300.jpg,sofa diningtable chair tvmonitor,True
003301.jpg,person dog chair pottedplant,True
003303.jpg,person horse,False
003307.jpg,horse,True
003308.jpg,cat chair,False
003311.jpg,bus person,True
003313.jpg,car person,True
003316.jpg,bird,True
003320.jpg,person,False
003325.jpg,dog,True
003327.jpg,motorbike person,True
003330.jpg,bird,False
003331.jpg,car person,False
003335.jpg,chair person,True
003336.jpg,motorbike,False
003337.jpg,boat,False
003338.jpg,bird,False
003339.jpg,dog,False
003343.jpg,dog,False
003344.jpg,car person,True
003349.jpg,bird,False
003350.jpg,diningtable person chair,False
003351.jpg,cat,True
003354.jpg,cow,False
003355.jpg,person car,False
003356.jpg,tvmonitor,False
003359.jpg,car,False
003360.jpg,chair person dog,True
003362.jpg,horse person,True
003363.jpg,car,False
003365.jpg,aeroplane,False
003367.jpg,person motorbike pottedplant,False
003369.jpg,person aeroplane tvmonitor,False
003370.jpg,train,True
003373.jpg,dog person,False
003374.jpg,tvmonitor pottedplant dog,False
003376.jpg,chair bottle person,True
003377.jpg,bird,True
003379.jpg,car,False
003380.jpg,person,False
003382.jpg,sheep person,False
003386.jpg,aeroplane person,True
003390.jpg,car person,True
003391.jpg,person motorbike,True
003392.jpg,cat,False
003395.jpg,bicycle sofa person,False
003396.jpg,motorbike person,False
003397.jpg,person car,True
003398.jpg,tvmonitor,True
003401.jpg,tvmonitor chair,False
003403.jpg,horse person,True
003404.jpg,boat,True
003406.jpg,person car,False
003407.jpg,bus person,True
003408.jpg,sofa,False
003410.jpg,cow,True
003412.jpg,motorbike person,False
003413.jpg,boat,False
003415.jpg,cat,True
003416.jpg,bird person,False
003417.jpg,train person,False
003419.jpg,pottedplant,True
003420.jpg,car,False
003421.jpg,chair,False
003422.jpg,chair person diningtable,True
003424.jpg,horse person,False
003425.jpg,dog,True
003429.jpg,person horse,True
003430.jpg,dog,False
003433.jpg,bicycle person chair,False
003435.jpg,person,True
003436.jpg,horse pottedplant person,False
003439.jpg,cow,False
003441.jpg,bus,False
003443.jpg,dog,True
003444.jpg,sofa,True
003449.jpg,tvmonitor bottle,True
003450.jpg,person sofa pottedplant,False
003451.jpg,sofa chair tvmonitor bottle,True
003452.jpg,diningtable chair,False
003453.jpg,person sofa,True
003455.jpg,aeroplane person,True
003458.jpg,bird,True
003461.jpg,car chair,True
003462.jpg,dog person pottedplant,True
003464.jpg,train,True
003465.jpg,person,True
003466.jpg,person diningtable pottedplant,False
003468.jpg,person bicycle,True
003469.jpg,bicycle person,True
003470.jpg,motorbike person,True
003477.jpg,chair,False
003484.jpg,person car,False
003487.jpg,person tvmonitor,False
003489.jpg,dog,False
003491.jpg,dog,False
003492.jpg,horse person,True
003493.jpg,aeroplane,False
003496.jpg,bottle person,False
003497.jpg,train,False
003499.jpg,train,False
003500.jpg,cat,False
003506.jpg,pottedplant,False
003508.jpg,dog,False
003509.jpg,pottedplant,False
003510.jpg,chair person,False
003511.jpg,bicycle,False
003516.jpg,diningtable chair,True
003518.jpg,chair person,True
003519.jpg,bird,True
003521.jpg,chair person,True
003522.jpg,cat,False
003524.jpg,bird,False
003525.jpg,cat,False
003528.jpg,sofa person,True
003529.jpg,diningtable person,False
003530.jpg,sofa person,True
003536.jpg,dog person,True
003537.jpg,train,True
003539.jpg,motorbike person,False
003546.jpg,cat,True
003548.jpg,person,False
003549.jpg,bicycle,False
003550.jpg,person,False
003551.jpg,car,False
003554.jpg,aeroplane,True
003555.jpg,pottedplant car,False
003556.jpg,person bottle,True
003564.jpg,train,False
003565.jpg,bird,False
003566.jpg,bottle person,True
003567.jpg,person motorbike,True
003575.jpg,sofa person,False
003576.jpg,bus motorbike person,False
003577.jpg,bottle person diningtable,False
003580.jpg,person,True
003585.jpg,person motorbike,False
003586.jpg,cat,False
003587.jpg,train car,True
003588.jpg,chair,False
003589.jpg,bicycle person,True
003593.jpg,sheep,True
003594.jpg,bird,True
003596.jpg,car,False
003597.jpg,train,True
003599.jpg,bicycle,False
003603.jpg,person diningtable,False
003604.jpg,dog tvmonitor,False
003605.jpg,train,False
003606.jpg,car,True
003608.jpg,car,False
003609.jpg,sofa chair,False
003611.jpg,person horse,True
003614.jpg,bird,False
003618.jpg,person horse,True
003620.jpg,cat,True
003621.jpg,bicycle person bus,False
003622.jpg,pottedplant,False
003623.jpg,bird,True
003625.jpg,horse person,False
003627.jpg,dog,False
003628.jpg,person train,False
003629.jpg,pottedplant,False
003632.jpg,dog,True
003634.jpg,car,False
003635.jpg,bus,False
003636.jpg,bus car,True
003638.jpg,chair diningtable person,True
003639.jpg,boat,True
003640.jpg,cow,True
003642.jpg,bus,False
003644.jpg,person chair diningtable,False
003645.jpg,horse person,False
003646.jpg,bird,False
003648.jpg,sofa person,True
003651.jpg,train person,True
003654.jpg,person,True
003655.jpg,car person,True
003656.jpg,cat,False
003657.jpg,boat,True
003658.jpg,bicycle,False
003660.jpg,tvmonitor,True
003662.jpg,tvmonitor chair person,False
003663.jpg,person,False
003664.jpg,chair person,False
003667.jpg,aeroplane,True
003669.jpg,boat person,True
003671.jpg,dog,False
003673.jpg,dog,True
003674.jpg,cat,True
003675.jpg,bird,True
003678.jpg,tvmonitor person bottle diningtable,False
003679.jpg,bird,False
003681.jpg,sheep dog,False
003684.jpg,motorbike,True
003685.jpg,train person,True
003688.jpg,person,False
003690.jpg,sofa person,True
003691.jpg,horse person,True
003694.jpg,tvmonitor sofa pottedplant chair person,False
003695.jpg,train,False
003696.jpg,horse person,True
003698.jpg,sheep,False
003699.jpg,sofa pottedplant person,False
003700.jpg,person,False
003703.jpg,car person,True
003704.jpg,bird,False
003705.jpg,sheep,False
003706.jpg,motorbike person,True
003708.jpg,person chair diningtable,True
003709.jpg,train,True
003711.jpg,car bus person,True
003713.jpg,car,False
003714.jpg,sheep,False
003717.jpg,bicycle person,True
003721.jpg,car,True
003722.jpg,boat,True
003727.jpg,bird,True
003729.jpg,bottle,True
003732.jpg,person horse,False
003735.jpg,person horse,False
003740.jpg,person dog,False
003743.jpg,sofa,False
003748.jpg,bird,False
003749.jpg,person,False
003750.jpg,cow bird,True
003751.jpg,sofa cat chair tvmonitor person,False
003752.jpg,train,False
003753.jpg,chair dog,True
003754.jpg,horse,True
003758.jpg,pottedplant,False
003759.jpg,person tvmonitor,False
003760.jpg,motorbike person dog,True
003763.jpg,cat,False
003767.jpg,chair,False
003772.jpg,horse,True
003773.jpg,aeroplane,False
003774.jpg,dog,True
003779.jpg,horse person,False
003780.jpg,tvmonitor person cat,True
003781.jpg,person,False
003783.jpg,bottle,True
003784.jpg,bicycle,False
003786.jpg,bus,False
003788.jpg,cat chair,False
003790.jpg,car,False
003791.jpg,chair diningtable pottedplant,True
003792.jpg,dog,False
003793.jpg,sofa cat,True
003796.jpg,pottedplant,True
003797.jpg,person boat,False
003798.jpg,car,True
003803.jpg,bird,True
003806.jpg,car,False
003807.jpg,cat,False
003808.jpg,tvmonitor,True
003809.jpg,car,True
003811.jpg,boat person,False
003814.jpg,cat,True
003817.jpg,person,False
003818.jpg,train,False
003820.jpg,car person,True
003821.jpg,dog,True
003824.jpg,person motorbike car,False
003826.jpg,motorbike person,True
003827.jpg,bicycle person,False
003828.jpg,bird,False
003830.jpg,train,False
003834.jpg,pottedplant,False
003835.jpg,car bus,False
003837.jpg,chair,True
003838.jpg,person,True
003844.jpg,cat,True
003845.jpg,sofa,True
003846.jpg,dog,True
003847.jpg,person,False
003848.jpg,train,True
003849.jpg,motorbike person,False
003855.jpg,motorbike person bicycle,True
003856.jpg,person,False
003857.jpg,chair,True
003859.jpg,bottle person diningtable chair,False
003860.jpg,boat person,False
003861.jpg,boat,False
003863.jpg,boat person,True
003865.jpg,diningtable person chair bottle,False
003866.jpg,train,False
003868.jpg,person,True
003869.jpg,dog person,True
003871.jpg,bird,True
003872.jpg,dog,True
003874.jpg,sheep,False
003876.jpg,aeroplane,True
003877.jpg,pottedplant sofa person,True
003879.jpg,person,False
003885.jpg,car,True
003886.jpg,aeroplane,True
003887.jpg,cow,False
003889.jpg,horse person chair,False
003890.jpg,cat,False
003891.jpg,person car,True
003895.jpg,train,True
003898.jpg,bird,False
003899.jpg,dog person,False
003905.jpg,bird,True
003907.jpg,sofa chair,False
003911.jpg,tvmonitor sofa,True
003912.jpg,cat,False
003913.jpg,person,False
003915.jpg,dog person,True
003918.jpg,bird,True
003919.jpg,boat bus,True
003921.jpg,dog,False
003923.jpg,person chair diningtable,True
003924.jpg,pottedplant,True
003926.jpg,train,True
003932.jpg,bottle person pottedplant,False
003935.jpg,dog,False
003936.jpg,car,False
003937.jpg,cat,True
003939.jpg,horse person,False
003941.jpg,motorbike,True
003945.jpg,bicycle person,False
003946.jpg,person dog,True
003947.jpg,chair tvmonitor diningtable,True
003948.jpg,person horse,True
003949.jpg,bird,False
003953.jpg,sofa person,False
003954.jpg,car,True
003956.jpg,pottedplant,False
003957.jpg,train,True
003960.jpg,horse person,True
003961.jpg,person,False
003963.jpg,tvmonitor sofa person,True
003965.jpg,bird,True
003966.jpg,bus person,True
003969.jpg,dog bird,False
003970.jpg,horse person,False
003971.jpg,car,False
003973.jpg,bus car person,True
003974.jpg,boat car person,False
003979.jpg,bird,True
003983.jpg,tvmonitor,False
003984.jpg,cat,True
003986.jpg,dog person sofa,True
003987.jpg,car,False
003988.jpg,chair,False
003990.jpg,dog,True
003991.jpg,cat,False
003992.jpg,motorbike person,True
003993.jpg,aeroplane,False
003994.jpg,cow person,True
003996.jpg,person,True
003997.jpg,car,False
003998.jpg,car,False
004003.jpg,motorbike,True
004005.jpg,train,False
004008.jpg,dog person,False
004009.jpg,aeroplane,False
004010.jpg,sofa person,True
004011.jpg,car,True
004012.jpg,person chair,False
004013.jpg,bird,False
004014.jpg,chair person,False
004015.jpg,dog,True
004016.jpg,cat person,False
004017.jpg,pottedplant person,False
004019.jpg,car person,False
004020.jpg,person tvmonitor,True
004023.jpg,cow,False
004025.jpg,bird,True
004028.jpg,chair pottedplant person,False
004031.jpg,cat sofa person,True
004033.jpg,person motorbike,False
004034.jpg,dog,False
004035.jpg,cat dog,False
004037.jpg,pottedplant,False
004039.jpg,person,True
004046.jpg,bird person,False
004047.jpg,chair diningtable cat person,True
004051.jpg,horse person,True
004052.jpg,aeroplane,False
004057.jpg,bicycle,True
004058.jpg,person,False
004060.jpg,sofa person,True
004066.jpg,sofa,True
004067.jpg,motorbike person,False
004069.jpg,bird,True
004073.jpg,person car bus,True
004075.jpg,bottle person,True
004076.jpg,cat,True
004077.jpg,dog horse person,True
004082.jpg,bicycle,True
004085.jpg,dog person,True
004087.jpg,car bus,True
004089.jpg,person car,True
004091.jpg,person car,False
004092.jpg,person,False
004093.jpg,chair,False
004095.jpg,dog,False
004100.jpg,tvmonitor,False
